"","Transitions","subsetDgeo","subsetDeff","Transition_Rates","Ori_Pop_Size","Dest_Pop_Size","Key"
"LK->FR",0,8395.5205,5.1442,0.0342196885666238,20653000,65350000,"LK->FR"
"LV->FR",0,1908.9066,5.4012,0.0342196885666238,2070000,65350000,"LV->FR"
"MD->FR",0,1970.6844,5.5678,0.0342196885666238,3560000,65350000,"MD->FR"
"MM->FR",0,8627.9467,6.654,0.0342196885666238,47963000,65350000,"MM->FR"
"MY->FR",0,10808.1003,5.6445,0.0342196885666238,30017000,65350000,"MY->FR"
"NL->FR",0,700.8695,3.5139,0.0342196885666238,16838000,65350000,"NL->FR"
"NO->FR",0,2017.9462,3.7835,0.0342196885666238,5009000,65350000,"NO->FR"
"NP->FR",2,7268.1594,6.0992,0.0342196885666238,26621000,65350000,"NP->FR"
"NZ->FR",0,19095.5093,6.6181,0.0342196885666238,4434000,65350000,"NZ->FR"
"PE->FR",0,9890.0279,5.5258,0.0342196885666238,30135000,65350000,"PE->FR"
"PH->FR",0,11370.3702,6.9697,0.0342196885666238,92340000,65350000,"PH->FR"
"PT->FR",0,1809.0095,2.9231,0.0342196885666238,10487000,65350000,"PT->FR"
"PY->FR",0,9975.9677,5.4117,0.0342196885666238,6382000,65350000,"PY->FR"
"RO->FR",0,1633.5923,3.3441,0.0342196885666238,19043000,65350000,"RO->FR"
"RS->FR",0,1387.7879,4.0187,0.0342196885666238,7120000,65350000,"RS->FR"
"SE->FR",0,1829.579,3.6055,0.0342196885666238,9490000,65350000,"SE->FR"
"SG->FR",0,10731.2255,4.9949,0.0342196885666238,5184000,65350000,"SG->FR"
"TH->FR",1,9512.7639,5.0859,0.0342196885666238,65500000,65350000,"TH->FR"
"TW->FR",0,10042.7345,6.4767,0.0342196885666238,23293593,65350000,"TW->FR"
"UA->FR",0,2195.6379,4.3682,0.0342196885666238,45426000,65350000,"UA->FR"
"US->FR",2,7708.1687,3.2663,0.0342196885666238,3.17e+08,65350000,"US->FR"
"UY->FR",0,10708.7105,5.8509,0.0342196885666238,3251000,65350000,"UY->FR"
"VE->FR",0,7628.0053,4.0751,0.0342196885666238,27150000,65350000,"VE->FR"
"VN->FR",0,9869.808,4.4959,0.0342196885666238,87840000,65350000,"VN->FR"
"AL->GB",0,2091.5054,4.2095,0.0342196885666238,2832000,62262000,"AL->GB"
"AR->GB",2,11825.4634,5.1206,0.0342196885666238,40117000,62262000,"AR->GB"
"AT->GB",0,1317.9986,3.4445,0.0342196885666238,8451860,62262000,"AT->GB"
"AU->GB",3,16056.1655,6.0581,0.0342196885666238,22902000,62262000,"AU->GB"
"BD->GB",0,8174.2177,4.4957,0.0342196885666238,142319000,62262000,"BD->GB"
"BG->GB",0,2391.3298,3.3048,0.0342196885666238,7284000,62262000,"BG->GB"
"BO->GB",0,9871.3429,5.523,0.0342196885666238,10624000,62262000,"BO->GB"
"BR->GB",0,8790.844,4.3808,0.0342196885666238,192400000,62262000,"BR->GB"
"BY->GB",0,2003.4291,4.2434,0.0342196885666238,9460000,62262000,"BY->GB"
"CA->GB",0,6095.8115,3.3116,0.0342196885666238,3.5e+07,62262000,"CA->GB"
"CH->GB",0,995.2452,2.6693,0.0342196885666238,7952000,62262000,"CH->GB"
"CL->GB",0,11598.593,5.617,0.0342196885666238,17402000,62262000,"CL->GB"
"CN->GB",3,8693.0354,5.227,0.0342196885666238,1347350000,62262000,"CN->GB"
"CO->GB",0,8179.3961,4.644,0.0342196885666238,47015000,62262000,"CO->GB"
"DE->GB",0,854.1712,2.7611,0.0342196885666238,80500000,62262000,"DE->GB"
"DK->GB",0,894.2933,3.0226,0.0342196885666238,5580000,62262000,"DK->GB"
"EC->GB",0,9280.2259,4.7193,0.0342196885666238,14483000,62262000,"EC->GB"
"ES->GB",0,1667.0978,1.9702,0.0342196885666238,46185000,62262000,"ES->GB"
"FI->GB",0,1911.9183,3.4634,0.0342196885666238,5408000,62262000,"FI->GB"
"FJ->GB",0,16107.2346,5.3319,0.0342196885666238,861000,62262000,"FJ->GB"
"FR->GB",0,927.8282,2.5953,0.0342196885666238,65350000,62262000,"FR->GB"
"GF->GB",0,7012.4613,4.2842,0.0342196885666238,224000,62262000,"GF->GB"
"GR->GB",0,2680.1469,3.1281,0.0342196885666238,10787000,62262000,"GR->GB"
"HK->GB",0,9654.7029,4.1584,0.0342196885666238,7103000,62262000,"HK->GB"
"ID->GB",0,12026.8279,5.7401,0.0342196885666238,237641000,62262000,"ID->GB"
"IN->GB",4,7657.8676,3.3712,0.0342196885666238,1210570000,62262000,"IN->GB"
"IS->GB",0,1686.3656,2.4308,0.0342196885666238,320000,62262000,"IS->GB"
"IT->GB",0,1571.2909,2.5467,0.0342196885666238,59464000,62262000,"IT->GB"
"JP->GB",2,9352.1346,4.5208,0.0342196885666238,127300000,62262000,"JP->GB"
"KH->GB",0,9990.4604,6.2997,0.0342196885666238,13396000,62262000,"KH->GB"
"KR->GB",2,9054.1319,5.5693,0.0342196885666238,48580000,62262000,"KR->GB"
"LA->GB",0,9382.4138,5.9597,0.0342196885666238,6256000,62262000,"LA->GB"
"LK->GB",0,8855.9749,4.067,0.0342196885666238,20653000,62262000,"LK->GB"
"LV->GB",0,1729.9777,2.8058,0.0342196885666238,2070000,62262000,"LV->GB"
"MD->GB",0,2318.9264,5.6423,0.0342196885666238,3560000,62262000,"MD->GB"
"MM->GB",0,8772.9655,5.8848,0.0342196885666238,47963000,62262000,"MM->GB"
"MY->GB",1,10970.1248,4.2513,0.0342196885666238,30017000,62262000,"MY->GB"
"NL->GB",0,528.3769,2.4154,0.0342196885666238,16838000,62262000,"NL->GB"
"NO->GB",0,1366.0692,2.6709,0.0342196885666238,5009000,62262000,"NO->GB"
"NP->GB",2,7444.8431,5.3726,0.0342196885666238,26621000,62262000,"NP->GB"
"NZ->GB",4,18686.0534,5.8993,0.0342196885666238,4434000,62262000,"NZ->GB"
"PE->GB",0,9745.5799,4.807,0.0342196885666238,30135000,62262000,"PE->GB"
"PH->GB",0,11283.8931,6.5048,0.0342196885666238,92340000,62262000,"PH->GB"
"PT->GB",0,1988.8752,2.4463,0.0342196885666238,10487000,62262000,"PT->GB"
"PY->GB",0,10191.507,6.225,0.0342196885666238,6382000,62262000,"PY->GB"
"RO->GB",0,2097.6211,4.1334,0.0342196885666238,19043000,62262000,"RO->GB"
"RS->GB",0,1979.4852,3.9395,0.0342196885666238,7120000,62262000,"RS->GB"
"SE->GB",0,1393.0065,2.7902,0.0342196885666238,9490000,62262000,"SE->GB"
"SG->GB",1,10975.3513,3.9171,0.0342196885666238,5184000,62262000,"SG->GB"
"TH->GB",0,9676.4664,4.3167,0.0342196885666238,65500000,62262000,"TH->GB"
"TW->GB",0,9862.9402,5.9353,0.0342196885666238,23293593,62262000,"TW->GB"
"UA->GB",0,2472.1854,4.3656,0.0342196885666238,45426000,62262000,"UA->GB"
"US->GB",6,6928.3089,2.5475,0.0342196885666238,3.17e+08,62262000,"US->GB"
"UY->GB",0,11029.547,6.4692,0.0342196885666238,3251000,62262000,"UY->GB"
"VE->GB",0,7384.6213,4.8141,0.0342196885666238,27150000,62262000,"VE->GB"
"VN->GB",0,9930.0012,7.0008,0.0342196885666238,87840000,62262000,"VN->GB"
"AL->GF",0,8165.7171,5.9947,0.0342196885666238,2832000,224000,"AL->GF"
"AR->GF",0,4987.0772,5.6167,0.0342196885666238,40117000,224000,"AR->GF"
"AT->GF",0,7865.7449,5.6297,0.0342196885666238,8451860,224000,"AT->GF"
"AU->GF",0,16972.6389,8.4658,0.0342196885666238,22902000,224000,"AU->GF"
"BD->GF",0,14970.4272,8.4549,0.0342196885666238,142319000,224000,"BD->GF"
"BG->GF",0,8718.3861,5.7337,0.0342196885666238,7284000,224000,"BG->GF"
"BO->GF",0,2858.9235,5.9476,0.0342196885666238,10624000,224000,"BO->GF"
"BR->GF",0,2423.7215,3.6105,0.0342196885666238,192400000,224000,"BR->GF"
"BY->GF",0,8947.8843,6.155,0.0342196885666238,9460000,224000,"BY->GF"
"CA->GF",0,6427.5351,5.6023,0.0342196885666238,3.5e+07,224000,"CA->GF"
"CH->GF",0,7383.2695,4.7138,0.0342196885666238,7952000,224000,"CH->GF"
"CL->GF",0,4615.1252,6.2825,0.0342196885666238,17402000,224000,"CL->GF"
"CN->GF",0,15651.2933,6.1454,0.0342196885666238,1347350000,224000,"CN->GF"
"CO->GF",0,2572.0327,6.291,0.0342196885666238,47015000,224000,"CO->GF"
"DE->GF",0,7672.2313,4.5667,0.0342196885666238,80500000,224000,"DE->GF"
"DK->GF",0,7906.2246,5.3106,0.0342196885666238,5580000,224000,"DK->GF"
"EC->GF",0,3059.3491,7.127,0.0342196885666238,14483000,224000,"EC->GF"
"ES->GF",0,6047.8557,4.5588,0.0342196885666238,46185000,224000,"ES->GF"
"FI->GF",0,8869.9581,5.8684,0.0342196885666238,5408000,224000,"FI->GF"
"FJ->GF",0,14419.2601,7.7397,0.0342196885666238,861000,224000,"FJ->GF"
"FR->GF",1,7007.6115,1.6889,0.0342196885666238,65350000,224000,"FR->GF"
"GB->GF",1,7012.4613,4.2842,0.0342196885666238,62262000,224000,"GB->GF"
"GR->GF",0,8587.443,5.5926,0.0342196885666238,10787000,224000,"GR->GF"
"HK->GF",0,16654.6744,7.0011,0.0342196885666238,7103000,224000,"HK->GF"
"ID->GF",0,18475.3458,8.5067,0.0342196885666238,237641000,224000,"ID->GF"
"IN->GF",0,14055.3207,5.7866,0.0342196885666238,1210570000,224000,"IN->GF"
"IS->GF",0,7000.9526,5.8881,0.0342196885666238,320000,224000,"IS->GF"
"IT->GF",0,7571.1594,4.332,0.0342196885666238,59464000,224000,"IT->GF"
"JP->GF",0,15420.137,6.0166,0.0342196885666238,127300000,224000,"JP->GF"
"KH->GF",0,16805.6742,8.1715,0.0342196885666238,13396000,224000,"KH->GF"
"KR->GF",0,15513.574,6.9198,0.0342196885666238,48580000,224000,"KR->GF"
"LA->GF",0,16279.8192,8.4178,0.0342196885666238,6256000,224000,"LA->GF"
"LK->GF",0,14555.2489,6.833,0.0342196885666238,20653000,224000,"LK->GF"
"LV->GF",0,8734.5016,7.0901,0.0342196885666238,2070000,224000,"LV->GF"
"MD->GF",0,8958.7598,7.2567,0.0342196885666238,3560000,224000,"MD->GF"
"MM->GF",0,15583.3103,8.3429,0.0342196885666238,47963000,224000,"MM->GF"
"MY->GF",0,17628.5648,7.3334,0.0342196885666238,30017000,224000,"MY->GF"
"NL->GF",0,7398.9737,5.1376,0.0342196885666238,16838000,224000,"NL->GF"
"NO->GF",0,8211.9501,5.4724,0.0342196885666238,5009000,224000,"NO->GF"
"NP->GF",0,14222.4598,7.788,0.0342196885666238,26621000,224000,"NP->GF"
"NZ->GF",0,13935.6629,8.307,0.0342196885666238,4434000,224000,"NZ->GF"
"PE->GF",0,2984.2433,7.2147,0.0342196885666238,30135000,224000,"PE->GF"
"PH->GF",0,18251.5108,8.6586,0.0342196885666238,92340000,224000,"PH->GF"
"PT->GF",0,5198.8204,4.6119,0.0342196885666238,10487000,224000,"PT->GF"
"PY->GF",0,3388.3685,5.4547,0.0342196885666238,6382000,224000,"PY->GF"
"RO->GF",0,8589.5818,5.033,0.0342196885666238,19043000,224000,"RO->GF"
"RS->GF",0,8280.9316,5.7076,0.0342196885666238,7120000,224000,"RS->GF"
"SE->GF",0,8385.8761,5.2944,0.0342196885666238,9490000,224000,"SE->GF"
"SG->GF",0,17304.1893,6.6838,0.0342196885666238,5184000,224000,"SG->GF"
"TH->GF",0,16415.0091,6.7748,0.0342196885666238,65500000,224000,"TH->GF"
"TW->GF",0,16740.3981,8.1655,0.0342196885666238,23293593,224000,"TW->GF"
"UA->GF",0,9196.7178,6.057,0.0342196885666238,45426000,224000,"UA->GF"
"US->GF",1,5727.4302,4.9552,0.0342196885666238,3.17e+08,224000,"US->GF"
"UY->GF",0,4426.7446,5.8939,0.0342196885666238,3251000,224000,"UY->GF"
"VE->GF",0,1643.4564,5.764,0.0342196885666238,27150000,224000,"VE->GF"
"VN->GF",0,16871.4261,6.1848,0.0342196885666238,87840000,224000,"VN->GF"
"AL->GR",0,593.6679,3.473,0.0342196885666238,2832000,10787000,"AL->GR"
"AR->GR",0,12558.5227,7.3767,0.0342196885666238,40117000,10787000,"AR->GR"
"AT->GR",0,1377.6353,4.0251,0.0342196885666238,8451860,10787000,"AT->GR"
"AU->GR",0,14228.3696,8.2046,0.0342196885666238,22902000,10787000,"AU->GR"
"BD->GR",0,6387.7604,7.6238,0.0342196885666238,142319000,10787000,"BD->GR"
"BG->GR",0,536.4302,3.8864,0.0342196885666238,7284000,10787000,"BG->GR"
"BO->GR",0,11260.6258,7.8582,0.0342196885666238,10624000,10787000,"BO->GR"
"BR->GR",0,9615.2074,5.9186,0.0342196885666238,192400000,10787000,"BR->GR"
"BY->GR",0,1770.9175,4.9546,0.0342196885666238,9460000,10787000,"BY->GR"
"CA->GR",0,8743.0611,5.6799,0.0342196885666238,3.5e+07,10787000,"CA->GR"
"CH->GR",0,1718.6924,4.077,0.0342196885666238,7952000,10787000,"CH->GR"
"CL->GR",0,12671.4181,7.8731,0.0342196885666238,17402000,10787000,"CL->GR"
"CN->GR",0,7665.4826,6.392,0.0342196885666238,1347350000,10787000,"CN->GR"
"CO->GR",0,10384.5456,6.9792,0.0342196885666238,47015000,10787000,"CO->GR"
"DE->GR",0,1882.2254,2.1665,0.0342196885666238,80500000,10787000,"DE->GR"
"DK->GR",0,2296.5045,4.8671,0.0342196885666238,5580000,10787000,"DK->GR"
"EC->GR",0,11373.63,7.0545,0.0342196885666238,14483000,10787000,"EC->GR"
"ES->GR",0,2621.377,4.2264,0.0342196885666238,46185000,10787000,"ES->GR"
"FI->GR",0,2752.8554,5.0218,0.0342196885666238,5408000,10787000,"FI->GR"
"FJ->GR",0,16507.0654,7.6671,0.0342196885666238,861000,10787000,"FJ->GR"
"FR->GR",0,1980.114,3.9037,0.0342196885666238,65350000,10787000,"FR->GR"
"GB->GR",4,2680.1469,3.1281,0.0342196885666238,62262000,10787000,"GB->GR"
"GF->GR",0,8587.443,5.5926,0.0342196885666238,224000,10787000,"GF->GR"
"HK->GR",0,8401.1853,7.2865,0.0342196885666238,7103000,10787000,"HK->GR"
"ID->GR",0,10117.0733,7.8282,0.0342196885666238,237641000,10787000,"ID->GR"
"IN->GR",0,5530.1035,5.8761,0.0342196885666238,1210570000,10787000,"IN->GR"
"IS->GR",0,4242.4171,5.5588,0.0342196885666238,320000,10787000,"IS->GR"
"IT->GR",0,1216.1576,3.1539,0.0342196885666238,59464000,10787000,"IT->GR"
"JP->GR",0,9139.0916,6.8463,0.0342196885666238,127300000,10787000,"JP->GR"
"KH->GR",0,8218.7347,7.7843,0.0342196885666238,13396000,10787000,"KH->GR"
"KR->GR",0,8601.1006,7.1094,0.0342196885666238,48580000,10787000,"KR->GR"
"LA->GR",0,7708.2451,7.4442,0.0342196885666238,6256000,10787000,"LA->GR"
"LK->GR",0,6465.9776,6.6287,0.0342196885666238,20653000,10787000,"LK->GR"
"LV->GR",0,2096.4868,5.0093,0.0342196885666238,2070000,10787000,"LV->GR"
"MD->GR",0,1031.8605,4.7231,0.0342196885666238,3560000,10787000,"MD->GR"
"MM->GR",0,6998.2246,7.3693,0.0342196885666238,47963000,10787000,"MM->GR"
"MY->GR",0,9099.6811,7.3794,0.0342196885666238,30017000,10787000,"MY->GR"
"NL->GR",0,2171.899,4.2554,0.0342196885666238,16838000,10787000,"NL->GR"
"NO->GR",0,2945.9516,5.4516,0.0342196885666238,5009000,10787000,"NO->GR"
"NP->GR",0,5643.8984,7.8775,0.0342196885666238,26621000,10787000,"NP->GR"
"NZ->GR",1,17296.4552,8.2345,0.0342196885666238,4434000,10787000,"NZ->GR"
"PE->GR",0,11561.7683,7.1422,0.0342196885666238,30135000,10787000,"PE->GR"
"PH->GR",0,9963.294,8.84,0.0342196885666238,92340000,10787000,"PH->GR"
"PT->GR",0,3571.8047,5.0672,0.0342196885666238,10487000,10787000,"PT->GR"
"PY->GR",0,11111.8193,7.7629,0.0342196885666238,6382000,10787000,"PY->GR"
"RO->GR",0,818.6459,3.8701,0.0342196885666238,19043000,10787000,"RO->GR"
"RS->GR",0,727.4855,4.7116,0.0342196885666238,7120000,10787000,"RS->GR"
"SE->GR",0,2499.4088,5.1149,0.0342196885666238,9490000,10787000,"SE->GR"
"SG->GR",0,8941.0669,6.0052,0.0342196885666238,5184000,10787000,"SG->GR"
"TH->GR",0,7834.6747,5.8013,0.0342196885666238,65500000,10787000,"TH->GR"
"TW->GR",0,8844.0565,8.2705,0.0342196885666238,23293593,10787000,"TW->GR"
"UA->GR",0,1238.9054,5.185,0.0342196885666238,45426000,10787000,"UA->GR"
"US->GR",2,9608.3859,4.8827,0.0342196885666238,3.17e+08,10787000,"US->GR"
"UY->GR",0,11603.6337,8.2021,0.0342196885666238,3251000,10787000,"UY->GR"
"VE->GR",0,9447.0335,6.533,0.0342196885666238,27150000,10787000,"VE->GR"
"VN->GR",0,8311.0832,7.8743,0.0342196885666238,87840000,10787000,"VN->GR"
"AL->HK",0,8724.5523,7.8552,0.0342196885666238,2832000,7103000,"AL->HK"
"AR->HK",1,18235.7316,7.1532,0.0342196885666238,40117000,7103000,"AR->HK"
"AT->HK",0,8896.5448,7.1917,0.0342196885666238,8451860,7103000,"AT->HK"
"AU->HK",3,6407.9869,3.1412,0.0342196885666238,22902000,7103000,"AU->HK"
"BD->HK",0,2311.2914,4.171,0.0342196885666238,142319000,7103000,"BD->HK"
"BG->HK",0,8163.5296,7.4632,0.0342196885666238,7284000,7103000,"BG->HK"
"BO->HK",0,19450.4382,6.97,0.0342196885666238,10624000,7103000,"BO->HK"
"BR->HK",0,17884.8959,6.4917,0.0342196885666238,192400000,7103000,"BR->HK"
"BY->HK",0,7761.0024,7.9123,0.0342196885666238,9460000,7103000,"BY->HK"
"CA->HK",0,11530.9814,4.3492,0.0342196885666238,3.5e+07,7103000,"CA->HK"
"CH->HK",0,9366.1731,6.0045,0.0342196885666238,7952000,7103000,"CH->HK"
"CL->HK",1,18767.121,7.179,0.0342196885666238,17402000,7103000,"CL->HK"
"CN->HK",41,1042.5784,1.8724,0.0342196885666238,1347350000,7103000,"CN->HK"
"CO->HK",0,16514.1657,6.091,0.0342196885666238,47015000,7103000,"CO->HK"
"DE->HK",0,9035.1444,5.1242,0.0342196885666238,80500000,7103000,"DE->HK"
"DK->HK",1,8763.5035,6.9593,0.0342196885666238,5580000,7103000,"DK->HK"
"EC->HK",0,17335.3735,6.1663,0.0342196885666238,14483000,7103000,"EC->HK"
"ES->HK",0,10760.3824,6.1286,0.0342196885666238,46185000,7103000,"ES->HK"
"FI->HK",0,7785.2623,6.1886,0.0342196885666238,5408000,7103000,"FI->HK"
"FJ->HK",0,8222.9034,4.9963,0.0342196885666238,861000,7103000,"FJ->HK"
"FR->HK",1,9741.0003,5.3122,0.0342196885666238,65350000,7103000,"FR->HK"
"GB->HK",0,9654.7029,4.1584,0.0342196885666238,62262000,7103000,"GB->HK"
"GF->HK",0,16654.6744,7.0011,0.0342196885666238,224000,7103000,"GF->HK"
"GR->HK",0,8401.1853,7.2865,0.0342196885666238,10787000,7103000,"GR->HK"
"ID->HK",0,2845.4526,3.5538,0.0342196885666238,237641000,7103000,"ID->HK"
"IN->HK",0,3555.208,5.2079,0.0342196885666238,1210570000,7103000,"IN->HK"
"IS->HK",0,9713.0246,6.4521,0.0342196885666238,320000,7103000,"IS->HK"
"IT->HK",0,9262.3873,6.1925,0.0342196885666238,59464000,7103000,"IT->HK"
"JP->HK",3,2594.7516,3.0278,0.0342196885666238,127300000,7103000,"JP->HK"
"KH->HK",0,1490.1333,4.4083,0.0342196885666238,13396000,7103000,"KH->HK"
"KR->HK",3,2011.5568,3.4656,0.0342196885666238,48580000,7103000,"KR->HK"
"LA->HK",0,1276.7964,4.3449,0.0342196885666238,6256000,7103000,"LA->HK"
"LK->HK",0,4012.0237,6.2748,0.0342196885666238,20653000,7103000,"LK->HK"
"LV->HK",0,7944.4628,6.9643,0.0342196885666238,2070000,7103000,"LV->HK"
"MD->HK",0,7849.353,8.5409,0.0342196885666238,3560000,7103000,"MD->HK"
"MM->HK",0,1870.3095,4.2699,0.0342196885666238,47963000,7103000,"MM->HK"
"MY->HK",4,2085.405,3.5108,0.0342196885666238,30017000,7103000,"MY->HK"
"NL->HK",1,9291.6545,5.3652,0.0342196885666238,16838000,7103000,"NL->HK"
"NO->HK",0,8443.1937,6.8293,0.0342196885666238,5009000,7103000,"NO->HK"
"NP->HK",0,2931.4602,4.5468,0.0342196885666238,26621000,7103000,"NP->HK"
"NZ->HK",0,9355.9326,4.1658,0.0342196885666238,4434000,7103000,"NZ->HK"
"PE->HK",0,18351.3804,6.254,0.0342196885666238,30135000,7103000,"PE->HK"
"PH->HK",0,1633.6206,2.4706,0.0342196885666238,92340000,7103000,"PH->HK"
"PT->HK",0,11531.3762,6.6047,0.0342196885666238,10487000,7103000,"PT->HK"
"PY->HK",0,19088.5943,8.3359,0.0342196885666238,6382000,7103000,"PY->HK"
"RO->HK",0,8236.3068,8.1275,0.0342196885666238,19043000,7103000,"RO->HK"
"RS->HK",0,8566.8874,8.0863,0.0342196885666238,7120000,7103000,"RS->HK"
"SE->HK",0,8273.5353,6.9486,0.0342196885666238,9490000,7103000,"SE->HK"
"SG->HK",1,2563.7853,3.1654,0.0342196885666238,5184000,7103000,"SG->HK"
"TH->HK",3,1725.6561,2.7019,0.0342196885666238,65500000,7103000,"TH->HK"
"TW->HK",0,697.9277,1.8154,0.0342196885666238,23293593,7103000,"TW->HK"
"UA->HK",0,7596.6201,7.8637,0.0342196885666238,45426000,7103000,"UA->HK"
"US->HK",8,12628.5264,3.9945,0.0342196885666238,3.17e+08,7103000,"US->HK"
"UY->HK",0,18281.952,8.5387,0.0342196885666238,3251000,7103000,"UY->HK"
"VE->HK",0,16420.533,6.2611,0.0342196885666238,27150000,7103000,"VE->HK"
"VN->HK",2,1027.7719,3.2709,0.0342196885666238,87840000,7103000,"VN->HK"
"AL->ID",0,10591.2963,9.8312,0.0342196885666238,2832000,237641000,"AL->ID"
"AR->ID",0,15390.6762,9.1217,0.0342196885666238,40117000,237641000,"AR->ID"
"AT->ID",0,11003.5279,6.8652,0.0342196885666238,8451860,237641000,"AT->ID"
"AU->ID",0,4142.0196,3.3562,0.0342196885666238,22902000,237641000,"AU->ID"
"BD->ID",0,3858.2231,5.5181,0.0342196885666238,142319000,237641000,"BD->ID"
"BG->ID",0,10058.2126,8.7553,0.0342196885666238,7284000,237641000,"BG->ID"
"BO->ID",0,17744.5115,8.9385,0.0342196885666238,10624000,237641000,"BO->ID"
"BR->ID",0,16972.1716,8.4602,0.0342196885666238,192400000,237641000,"BR->ID"
"BY->ID",0,10028.5479,9.1509,0.0342196885666238,9460000,237641000,"BY->ID"
"CA->ID",0,14179.7686,7.3135,0.0342196885666238,3.5e+07,237641000,"CA->ID"
"CH->ID",0,11490.3586,7.2124,0.0342196885666238,7952000,237641000,"CH->ID"
"CL->ID",0,15991.2601,9.1475,0.0342196885666238,17402000,237641000,"CL->ID"
"CN->ID",0,3874.9176,4.4512,0.0342196885666238,1347350000,237641000,"CN->ID"
"CO->ID",0,18879.5156,8.0595,0.0342196885666238,47015000,237641000,"CO->ID"
"DE->ID",0,11275.5235,6.3628,0.0342196885666238,80500000,237641000,"DE->ID"
"DK->ID",0,11144.5985,7.9737,0.0342196885666238,5580000,237641000,"DK->ID"
"EC->ID",0,18482.4217,8.1348,0.0342196885666238,14483000,237641000,"EC->ID"
"ES->ID",0,12723.5966,7.7103,0.0342196885666238,46185000,237641000,"ES->ID"
"FI->ID",0,10298.3035,8.3297,0.0342196885666238,5408000,237641000,"FI->ID"
"FJ->ID",0,7111.7619,5.2114,0.0342196885666238,861000,237641000,"FJ->ID"
"FR->ID",0,11857.4158,6.8178,0.0342196885666238,65350000,237641000,"FR->ID"
"GB->ID",0,12026.8279,5.7401,0.0342196885666238,62262000,237641000,"GB->ID"
"GF->ID",0,18475.3458,8.5067,0.0342196885666238,224000,237641000,"GF->ID"
"GR->ID",0,10117.0733,7.8282,0.0342196885666238,10787000,237641000,"GR->ID"
"HK->ID",1,2845.4526,3.5538,0.0342196885666238,7103000,237641000,"HK->ID"
"IN->ID",0,4588.0375,4.8108,0.0342196885666238,1210570000,237641000,"IN->ID"
"IS->ID",0,12415.4297,8.1709,0.0342196885666238,320000,237641000,"IS->ID"
"IT->ID",0,11216.6599,8.1685,0.0342196885666238,59464000,237641000,"IT->ID"
"JP->ID",0,4915.1855,3.5046,0.0342196885666238,127300000,237641000,"JP->ID"
"KH->ID",0,2041.1578,5.3316,0.0342196885666238,13396000,237641000,"KH->ID"
"KR->ID",0,4576.9134,4.2682,0.0342196885666238,48580000,237641000,"KR->ID"
"LA->ID",0,2666.0431,5.6783,0.0342196885666238,6256000,237641000,"LA->ID"
"LK->ID",0,3939.5393,4.9868,0.0342196885666238,20653000,237641000,"LK->ID"
"LV->ID",0,10305.3086,8.546,0.0342196885666238,2070000,237641000,"LV->ID"
"MD->ID",0,9887.2789,9.9481,0.0342196885666238,3560000,237641000,"MD->ID"
"MM->ID",0,3254.5771,4.6647,0.0342196885666238,47963000,237641000,"MM->ID"
"MY->ID",0,1057.0576,2.0214,0.0342196885666238,30017000,237641000,"MY->ID"
"NL->ID",0,11577.539,6.587,0.0342196885666238,16838000,237641000,"NL->ID"
"NO->ID",0,10987.1155,8.411,0.0342196885666238,5009000,237641000,"NO->ID"
"NP->ID",0,4598.2245,5.9875,0.0342196885666238,26621000,237641000,"NP->ID"
"NZ->ID",0,7267.576,4.7064,0.0342196885666238,4434000,237641000,"NZ->ID"
"PE->ID",0,18268.5172,8.2225,0.0342196885666238,30135000,237641000,"PE->ID"
"PH->ID",0,1816.2327,4.8162,0.0342196885666238,92340000,237641000,"PH->ID"
"PT->ID",0,13640.5678,8.1864,0.0342196885666238,10487000,237641000,"PT->ID"
"PY->ID",0,16713.3283,10.3044,0.0342196885666238,6382000,237641000,"PY->ID"
"RO->ID",0,10230.3159,9.3661,0.0342196885666238,19043000,237641000,"RO->ID"
"RS->ID",0,10512.0834,9.3249,0.0342196885666238,7120000,237641000,"RS->ID"
"SE->ID",0,10727.4793,8.1515,0.0342196885666238,9490000,237641000,"SE->ID"
"SG->ID",0,1206.5995,1.823,0.0342196885666238,5184000,237641000,"SG->ID"
"TH->ID",0,2354.0289,4.0353,0.0342196885666238,65500000,237641000,"TH->ID"
"TW->ID",0,3103.9902,3.6309,0.0342196885666238,23293593,237641000,"TW->ID"
"UA->ID",0,9670.4293,9.6179,0.0342196885666238,45426000,237641000,"UA->ID"
"US->ID",0,15128.7916,5.963,0.0342196885666238,3.17e+08,237641000,"US->ID"
"UY->ID",0,15631.0187,10.5072,0.0342196885666238,3251000,237641000,"UY->ID"
"VE->ID",0,19265.961,8.2296,0.0342196885666238,27150000,237641000,"VE->ID"
"VN->ID",0,2179.3475,4.9066,0.0342196885666238,87840000,237641000,"VN->ID"
"AL->IN",0,6018.114,7.0215,0.0342196885666238,2832000,1210570000,"AL->IN"
"AR->IN",0,16137.552,8.4917,0.0342196885666238,40117000,1210570000,"AR->IN"
