"","Transitions","subsetDeff","subsetDgeo","Ori_Pop_Size","Dest_Pop_Size","Key"
"IN->LV",0,6.177,6032.2276,1210570000,2070000,"IN->LV"
"IS->LV",0,5.2366,2605.434,320000,2070000,"IS->LV"
"IT->LV",0,4.5379,1801.388,59464000,2070000,"IT->LV"
"JP->LV",0,7.3266,7893.0796,127300000,2070000,"JP->LV"
"KH->LV",0,9.081,8266.1244,13396000,2070000,"KH->LV"
"KR->LV",0,7.7857,7508.2735,48580000,2070000,"KR->LV"
"LA->LV",0,8.7409,7654.5502,6256000,2070000,"LA->LV"
"LK->LV",0,6.8728,7330.2395,20653000,2070000,"LK->LV"
"MD->LV",0,6.4282,1160.7343,3560000,2070000,"MD->LV"
"MM->LV",0,8.666,7054.928,47963000,2070000,"MM->LV"
"MY->LV",0,7.0572,9249.7844,30017000,2070000,"MY->LV"
"NL->LV",0,4.1406,1352.1762,16838000,2070000,"NL->LV"
"NO->LV",0,4.0868,1001.7989,5009000,2070000,"NO->LV"
"NP->LV",0,8.1784,5741.8428,26621000,2070000,"NP->LV"
"NZ->LV",0,8.7051,17235.2721,4434000,2070000,"NZ->LV"
"PE->LV",0,7.6128,11467.636,30135000,2070000,"PE->LV"
"PH->LV",0,9.3107,9577.3167,92340000,2070000,"PH->LV"
"PT->LV",0,5.2522,3608.2552,10487000,2070000,"PT->LV"
"PY->LV",0,8.4392,11845.9367,6382000,2070000,"PY->LV"
"RO->LV",0,5.8462,1279.2353,19043000,2070000,"RO->LV"
"RS->LV",0,5.805,1488.9078,7120000,2070000,"RS->LV"
"SE->LV",0,3.4178,541.761,9490000,2070000,"SE->LV"
"SG->LV",0,6.723,9278.4915,5184000,2070000,"SG->LV"
"TH->LV",0,7.098,7960.0769,65500000,2070000,"TH->LV"
"TW->LV",0,8.7411,8189.6322,23293593,2070000,"TW->LV"
"UA->LV",0,3.8299,1128.2949,45426000,2070000,"UA->LV"
"US->LV",0,5.3533,8040.0793,3.17e+08,2070000,"US->LV"
"UY->LV",0,8.8784,12612.2517,3251000,2070000,"UY->LV"
"VE->LV",0,7.2093,9089.9104,27150000,2070000,"VE->LV"
"VN->LV",0,8.5507,8200.0709,87840000,2070000,"VN->LV"
"AL->MD",0,4.7583,956.504,2832000,3560000,"AL->MD"
"AR->MD",0,7.5476,13305.6873,40117000,3560000,"AR->MD"
"AT->MD",0,3.8336,1117.5148,8451860,3560000,"AT->MD"
"AU->MD",0,10.249,14024.2965,22902000,3560000,"AU->MD"
"BD->MD",0,9.5037,6045.8425,142319000,3560000,"BD->MD"
"BG->MD",0,5.9779,502.702,7284000,3560000,"BG->MD"
"BO->MD",0,9.6747,11752.2697,10624000,3560000,"BO->MD"
"BR->MD",0,7.3375,10281.9458,192400000,3560000,"BR->MD"
"BY->MD",0,5.3452,775.7305,9460000,3560000,"BY->MD"
"CA->MD",0,7.6708,8105.5726,3.5e+07,3560000,"CA->MD"
"CH->MD",0,6.17,1603.5139,7952000,3560000,"CH->MD"
"CL->MD",0,9.2159,13309.5781,17402000,3560000,"CL->MD"
"CN->MD",0,6.6685,7017.3619,1347350000,3560000,"CN->MD"
"CO->MD",0,8.8348,10443.0445,47015000,3560000,"CO->MD"
"DE->MD",0,3.5854,1470.6442,80500000,3560000,"DE->MD"
"DK->MD",0,6.5635,1641.2273,5580000,3560000,"DK->MD"
"EC->MD",0,8.8519,11511.9748,14483000,3560000,"EC->MD"
"ES->MD",0,5.6453,2920.6183,46185000,3560000,"ES->MD"
"FI->MD",0,6.4407,1789.7,5408000,3560000,"FI->MD"
"FJ->MD",0,9.5228,15684.7592,861000,3560000,"FJ->MD"
"FR->MD",0,5.5678,1970.6844,65350000,3560000,"FR->MD"
"GB->MD",0,5.6423,2318.9264,62262000,3560000,"GB->MD"
"GF->MD",0,7.2567,8958.7598,224000,3560000,"GF->MD"
"GR->MD",0,4.7231,1031.8605,10787000,3560000,"GR->MD"
"HK->MD",0,8.5409,7849.353,7103000,3560000,"HK->MD"
"ID->MD",0,9.9481,9887.2789,237641000,3560000,"ID->MD"
"IN->MD",0,7.295,5388.0524,1210570000,3560000,"IN->MD"
"IS->MD",0,7.0554,3621.2897,320000,3560000,"IS->MD"
"IT->MD",0,3.0955,1413.5057,59464000,3560000,"IT->MD"
"JP->MD",0,7.8712,8285.6542,127300000,3560000,"JP->MD"
"KH->MD",0,9.8136,7894.3675,13396000,3560000,"KH->MD"
"KR->MD",0,7.3356,7796.9555,48580000,3560000,"KR->MD"
"LA->MD",0,9.4736,7328.1814,6256000,3560000,"LA->MD"
"LK->MD",0,8.0476,6539.0416,20653000,3560000,"LK->MD"
"LV->MD",0,6.4282,1160.7343,2070000,3560000,"LV->MD"
"MM->MD",0,9.3986,6658.9946,47963000,3560000,"MM->MD"
"MY->MD",0,8.6775,8837.4298,30017000,3560000,"MY->MD"
"NL->MD",0,4.2287,1798.1478,16838000,3560000,"NL->MD"
"NO->MD",0,6.8705,2122.0272,5009000,3560000,"NO->MD"
"NP->MD",0,9.2964,5298.0477,26621000,3560000,"NP->MD"
"NZ->MD",0,10.0901,17140.6224,4434000,3560000,"NZ->MD"
"PE->MD",0,8.9978,11860.1684,30135000,3560000,"PE->MD"
"PH->MD",0,9.5359,9463.3399,92340000,3560000,"PH->MD"
"PT->MD",0,4.5473,3770.7956,10487000,3560000,"PT->MD"
"PY->MD",0,9.1818,11773.7939,6382000,3560000,"PY->MD"
"RO->MD",0,3.2653,394.5484,19043000,3560000,"RO->MD"
"RS->MD",0,6.5475,738.6437,7120000,3560000,"RS->MD"
"SE->MD",0,6.5338,1650.9916,9490000,3560000,"SE->MD"
"SG->MD",0,8.1252,8769.1657,5184000,3560000,"SG->MD"
"TH->MD",0,7.8306,7542.1649,65500000,3560000,"TH->MD"
"TW->MD",0,9.9752,8214.116,23293593,3560000,"TW->MD"
"UA->MD",0,4.5774,263.6253,45426000,3560000,"UA->MD"
"US->MD",1,6.7384,9081.0653,3.17e+08,3560000,"US->MD"
"UY->MD",0,8.9331,12378.717,3251000,3560000,"UY->MD"
"VE->MD",0,7.6791,9587.2268,27150000,3560000,"VE->MD"
"VN->MD",0,7.8414,7913.3445,87840000,3560000,"VN->MD"
"AL->MM",0,8.4061,7420.2571,2832000,47963000,"AL->MM"
"AR->MM",0,10.1197,17328.3243,40117000,47963000,"AR->MM"
"AT->MM",0,6.6333,7769.6723,8451860,47963000,"AT->MM"
"AU->MM",0,4.9042,7368.0982,22902000,47963000,"AU->MM"
"BD->MM",0,4.5341,614.4569,142319000,47963000,"BD->MM"
"BG->MM",0,8.2157,6870.8495,7284000,47963000,"BG->MM"
"BO->MM",0,9.9366,18077.2272,10624000,47963000,"BO->MM"
"BR->MM",0,9.4582,16069.9497,192400000,47963000,"BR->MM"
"BY->MM",0,8.6113,6773.9732,9460000,47963000,"BY->MM"
"CA->MM",0,8.3115,12215.5689,3.5e+07,47963000,"CA->MM"
"CH->MM",0,6.6318,8256.575,7952000,47963000,"CH->MM"
"CL->MM",0,10.1456,18139.0494,17402000,47963000,"CL->MM"
"CN->MM",1,4.3932,2030.2066,1347350000,47963000,"CN->MM"
"CO->MM",0,9.0575,16761.6936,47015000,47963000,"CO->MM"
"DE->MM",0,5.8232,8024.0833,80500000,47963000,"DE->MM"
"DK->MM",0,6.2655,7893.3755,5580000,47963000,"DK->MM"
"EC->MM",0,9.1328,17899.6052,14483000,47963000,"EC->MM"
"ES->MM",0,7.855,9546.2578,46185000,47963000,"ES->MM"
"FI->MM",0,6.2945,7084.1048,5408000,47963000,"FI->MM"
"FJ->MM",0,6.7593,9834.8834,861000,47963000,"FJ->MM"
"FR->MM",0,6.654,8627.9467,65350000,47963000,"FR->MM"
"GB->MM",0,5.8848,8772.9655,62262000,47963000,"GB->MM"
"GF->MM",0,8.3429,15583.3103,224000,47963000,"GF->MM"
"GR->MM",0,7.3693,6998.2246,10787000,47963000,"GR->MM"
"HK->MM",0,4.2699,1870.3095,7103000,47963000,"HK->MM"
"ID->MM",0,4.6647,3254.5771,237641000,47963000,"ID->MM"
"IN->MM",0,3.9973,1716.4448,1210570000,47963000,"IN->MM"
"IS->MM",0,8.3155,9287.5265,320000,47963000,"IS->MM"
"IT->MM",0,6.7434,8024.1198,59464000,47963000,"IT->MM"
"JP->MM",0,4.5027,4238.941,127300000,47963000,"JP->MM"
"KH->MM",0,3.551,1235.4536,13396000,47963000,"KH->MM"
"KR->MM",0,4.8331,3551.0053,48580000,47963000,"KR->MM"
"LA->MM",0,3.211,733.4234,6256000,47963000,"LA->MM"
"LK->MM",0,5.141,2259.9743,20653000,47963000,"LK->MM"
"LV->MM",0,8.666,7054.928,2070000,47963000,"LV->MM"
"MD->MM",0,9.3986,6658.9946,3560000,47963000,"MD->MM"
"MY->MM",0,3.5003,2197.5363,30017000,47963000,"MY->MM"
"NL->MM",0,6.2658,8323.8382,16838000,47963000,"NL->MM"
"NO->MM",0,8.3828,7777.0716,5009000,47963000,"NO->MM"
"NP->MM",0,4.3522,1364.0424,26621000,47963000,"NP->MM"
"NZ->MM",0,6.2543,10482.5909,4434000,47963000,"NZ->MM"
"PE->MM",0,9.2205,18514.3132,30135000,47963000,"PE->MM"
"PH->MM",0,5.0993,3073.8657,92340000,47963000,"PH->MM"
"PT->MM",0,8.3311,10428.9829,10487000,47963000,"PT->MM"
"PY->MM",0,11.3025,17250.3558,6382000,47963000,"PY->MM"
"RO->MM",0,8.8265,7015.7619,19043000,47963000,"RO->MM"
"RS->MM",0,8.7853,7314.3116,7120000,47963000,"RS->MM"
"SE->MM",0,6.7519,7490.5413,9490000,47963000,"SE->MM"
"SG->MM",0,2.8418,2266.9817,5184000,47963000,"SG->MM"
"TH->MM",0,1.568,905.741,65500000,47963000,"TH->MM"
"TW->MM",0,4.0972,2557.6002,23293593,47963000,"TW->MM"
"UA->MM",0,7.2272,6433.2479,45426000,47963000,"UA->MM"
"US->MM",0,6.961,13425.8379,3.17e+08,47963000,"US->MM"
"UY->MM",0,11.5053,16784.7037,3251000,47963000,"UY->MM"
"VE->MM",0,9.2276,16137.0381,27150000,47963000,"VE->MM"
"VN->MM",0,4.3675,1336.241,87840000,47963000,"VN->MM"
"AL->MY",0,7.8695,9559.0715,2832000,30017000,"AL->MY"
"AR->MY",0,8.5199,16190.1971,40117000,30017000,"AR->MY"
"AT->MY",1,4.8438,9952.4995,8451860,30017000,"AT->MY"
"AU->MY",3,3.0666,5187.6315,22902000,30017000,"AU->MY"
"BD->MY",0,3.4967,2801.7737,142319000,30017000,"BD->MY"
"BG->MY",0,7.5561,9020.389,7284000,30017000,"BG->MY"
"BO->MY",0,9.4396,18455.2146,10624000,30017000,"BO->MY"
"BR->MY",0,8.6321,16983.0542,192400000,30017000,"BR->MY"
"BY->MY",0,8.0964,8971.497,9460000,30017000,"BY->MY"
"CA->MY",0,7.563,13615.2448,3.5e+07,30017000,"CA->MY"
"CH->MY",0,6.1914,10439.5291,7952000,30017000,"CH->MY"
"CL->MY",0,8.9993,16877.8461,17402000,30017000,"CL->MY"
"CN->MY",2,3.3282,3042.5048,1347350000,30017000,"CN->MY"
"CO->MY",0,8.5606,18599.5581,47015000,30017000,"CO->MY"
"DE->MY",0,5.7576,10219.2712,80500000,30017000,"DE->MY"
"DK->MY",0,7.274,10088.8454,5580000,30017000,"DK->MY"
"EC->MY",0,8.6359,19159.7751,14483000,30017000,"EC->MY"
"ES->MY",0,6.2216,11692.3953,46185000,30017000,"ES->MY"
"FI->MY",0,7.6183,9254.3115,5408000,30017000,"FI->MY"
"FJ->MY",0,4.9218,7983.4923,861000,30017000,"FJ->MY"
"FR->MY",0,5.6445,10808.1003,65350000,30017000,"FR->MY"
"GB->MY",0,4.2513,10970.1248,62262000,30017000,"GB->MY"
"GF->MY",0,7.3334,17628.5648,224000,30017000,"GF->MY"
"GR->MY",0,7.3794,9099.6811,10787000,30017000,"GR->MY"
"HK->MY",5,3.5108,2085.405,7103000,30017000,"HK->MY"
"ID->MY",0,2.0214,1057.0576,237641000,30017000,"ID->MY"
"IN->MY",2,3.5004,3587.0371,1210570000,30017000,"IN->MY"
"IS->MY",0,6.6821,11403.2238,320000,30017000,"IS->MY"
"IT->MY",0,6.2068,10178.5823,59464000,30017000,"IT->MY"
"JP->MY",1,4.0057,4497.028,127300000,30017000,"JP->MY"
"KH->MY",1,3.4181,994.2523,13396000,30017000,"KH->MY"
"KR->MY",2,4.3703,4025.4982,48580000,30017000,"KR->MY"
"LA->MY",0,4.5348,1630.3879,6256000,30017000,"LA->MY"
"LK->MY",0,4.2019,3145.5266,20653000,30017000,"LK->MY"
"LV->MY",0,7.0572,9249.7844,2070000,30017000,"LV->MY"
"MD->MY",0,8.6775,8837.4298,3560000,30017000,"MD->MY"
"MM->MY",0,3.5003,2197.5363,47963000,30017000,"MM->MY"
"NL->MY",0,4.5656,10520.6651,16838000,30017000,"NL->MY"
"NO->MY",0,6.9222,9944.9858,5009000,30017000,"NO->MY"
"NP->MY",2,3.9661,3543.5331,26621000,30017000,"NP->MY"
"NZ->MY",0,4.4168,8311.5918,4434000,30017000,"NZ->MY"
"PE->MY",0,8.7236,19322.0247,30135000,30017000,"PE->MY"
"PH->MY",0,3.8841,1745.2019,92340000,30017000,"PH->MY"
"PT->MY",0,6.6977,12598.4718,10487000,30017000,"PT->MY"
"PY->MY",0,10.4764,17244.2907,6382000,30017000,"PY->MY"
"RO->MY",0,8.2673,9184.6537,19043000,30017000,"RO->MY"
"RS->MY",0,8.1908,9471.6615,7120000,30017000,"RS->MY"
"SE->MY",0,6.1301,9676.4419,9490000,30017000,"SE->MY"
"SG->MY",0,2.4686,574.4626,5184000,30017000,"SG->MY"
"TH->MY",0,2.8918,1297.8976,65500000,30017000,"TH->MY"
"TW->MY",0,3.8461,2536.4202,23293593,30017000,"TW->MY"
"UA->MY",0,8.2676,8617.9822,45426000,30017000,"UA->MY"
"US->MY",1,6.4641,14694.8092,3.17e+08,30017000,"US->MY"
"UY->MY",0,9.9055,16235.1095,3251000,30017000,"UY->MY"
"VE->MY",0,8.7307,18300.2334,27150000,30017000,"VE->MY"
"VN->MY",0,3.6724,1215.9644,87840000,30017000,"VN->MY"
"AL->NL",0,5.0213,1590.8168,2832000,16838000,"AL->NL"
"AR->NL",1,6.2792,12117.2436,40117000,16838000,"AR->NL"
"AT->NL",0,4.2805,798.0024,8451860,16838000,"AT->NL"
"AU->NL",3,6.6311,15658.8414,22902000,16838000,"AU->NL"
"BD->NL",0,6.9112,7719.5213,142319000,16838000,"BD->NL"
"BG->NL",0,4.7712,1864.4327,7284000,16838000,"BG->NL"
"BO->NL",0,6.096,10251.9747,10624000,16838000,"BO->NL"
"BR->NL",1,5.1139,9061.9017,192400000,16838000,"BR->NL"
"BY->NL",0,6.1433,1555.4855,9460000,16838000,"BY->NL"
"CA->NL",0,4.4328,6579.7106,3.5e+07,16838000,"CA->NL"
"CH->NL",0,3.7302,571.8248,7952000,16838000,"CH->NL"
"CL->NL",0,6.305,11944.9269,17402000,16838000,"CL->NL"
"CN->NL",2,4.9038,8357.255,1347350000,16838000,"CN->NL"
"CO->NL",1,5.217,8671.6971,47015000,16838000,"CO->NL"
"DE->NL",0,3.3552,327.9395,80500000,16838000,"DE->NL"
"DK->NL",0,3.7066,610.6753,5580000,16838000,"DK->NL"
"EC->NL",0,5.2923,9761.9275,14483000,16838000,"EC->NL"
"ES->NL",0,3.2926,1703.3063,46185000,16838000,"ES->NL"
"FI->NL",0,4.0888,1693.0778,5408000,16838000,"FI->NL"
"FJ->NL",0,5.9049,16190.1584,861000,16838000,"FJ->NL"
"FR->NL",0,3.5139,700.8695,65350000,16838000,"FR->NL"
"GB->NL",1,2.4154,528.3769,62262000,16838000,"GB->NL"
"GF->NL",0,5.1376,7398.9737,224000,16838000,"GF->NL"
"GR->NL",0,4.2554,2171.899,10787000,16838000,"GR->NL"
"HK->NL",2,5.3652,9291.6545,7103000,16838000,"HK->NL"
"ID->NL",0,6.587,11577.539,237641000,16838000,"ID->NL"
"IN->NL",0,4.6053,7160.13,1210570000,16838000,"IN->NL"
"IS->NL",0,4.1716,2108.419,320000,16838000,"IS->NL"
"IT->NL",0,3.3586,1135.0052,59464000,16838000,"IT->NL"
"JP->NL",0,4.8604,9171.1462,127300000,16838000,"JP->NL"
"KH->NL",0,6.6808,9549.5688,13396000,16838000,"KH->NL"
"KR->NL",1,5.5791,8823.99,48580000,16838000,"KR->NL"
"LA->NL",0,6.3408,8951.651,6256000,16838000,"LA->NL"
"LK->NL",0,6.4824,8337.1891,20653000,16838000,"LK->NL"
"LV->NL",0,4.1406,1352.1762,2070000,16838000,"LV->NL"
"MD->NL",0,4.2287,1798.1478,3560000,16838000,"MD->NL"
"MM->NL",0,6.2658,8323.8382,47963000,16838000,"MM->NL"
"MY->NL",0,4.5656,10520.6651,30017000,16838000,"MY->NL"
"NO->NL",0,3.0953,1317.1716,5009000,16838000,"NO->NL"
"NP->NL",0,6.6067,6983.1739,26621000,16838000,"NP->NL"
"NZ->NL",0,6.4722,18563.6912,4434000,16838000,"NZ->NL"
"PE->NL",0,5.38,10191.1742,30135000,16838000,"PE->NL"
"PH->NL",0,5.3072,10925.1397,92340000,16838000,"PH->NL"
"PT->NL",0,3.8767,2256.7224,10487000,16838000,"PT->NL"
"PY->NL",0,6.9581,10496.1131,6382000,16838000,"PY->NL"
"RO->NL",0,3.9967,1569.2447,19043000,16838000,"RO->NL"
"RS->NL",0,5.3842,1460.5628,7120000,16838000,"RS->NL"
"SE->NL",0,3.6988,1161.1016,9490000,16838000,"SE->NL"
"SG->NL",1,5.0241,10502.5661,5184000,16838000,"SG->NL"
"TH->NL",0,4.6978,9223.6846,65500000,16838000,"TH->NL"
"TW->NL",0,6.5083,9541.5695,23293593,16838000,"TW->NL"
"UA->NL",0,4.3508,1963.0606,45426000,16838000,"UA->NL"
"US->NL",0,3.1205,7439.9102,3.17e+08,16838000,"US->NL"
"UY->NL",0,7.3973,11282.6723,3251000,16838000,"UY->NL"
"VE->NL",0,5.3871,7853.7427,27150000,16838000,"VE->NL"
"VN->NL",2,7.4973,9511.4355,87840000,16838000,"VN->NL"
"AL->NO",0,5.9863,2482.1165,2832000,5009000,"AL->NO"
"AR->NO",0,6.8588,13120.9711,40117000,5009000,"AR->NO"
"AT->NO",0,5.4551,1746.6648,8451860,5009000,"AT->NO"
"AU->NO",1,8.729,14837.0348,22902000,5009000,"AU->NO"
"BD->NO",0,7.1666,7207.3336,142319000,5009000,"BD->NO"
"BG->NO",0,5.6776,2466.016,7284000,5009000,"BG->NO"
"BO->NO",0,8.1939,11056.1331,10624000,5009000,"BO->NO"
"BR->NO",2,7.0373,10116.5485,192400000,5009000,"BR->NO"
"BY->NO",0,6.0732,1424.7874,9460000,5009000,"BY->NO"
"CA->NO",0,5.9825,6010.4209,3.5e+07,5009000,"CA->NO"
"CH->NO",0,5.3402,1820.7139,7952000,5009000,"CH->NO"
"CL->NO",0,7.3552,12826.7689,17402000,5009000,"CL->NO"
"CN->NO",1,7.2042,7447.2651,1347350000,5009000,"CN->NO"
"CO->NO",0,7.1054,9040.3052,47015000,5009000,"CO->NO"
"DE->NO",0,3.2851,1343.421,80500000,5009000,"DE->NO"
"DK->NO",0,2.1173,767.082,5580000,5009000,"DK->NO"
"EC->NO",0,6.9151,10176.795,14483000,5009000,"EC->NO"
"ES->NO",0,3.7085,2980.6585,46185000,5009000,"ES->NO"
"FI->NO",0,3.8823,693.2622,5408000,5009000,"FI->NO"
"FJ->NO",0,8.0028,14873.0016,861000,5009000,"FJ->NO"
"FR->NO",0,3.7835,2017.9462,65350000,5009000,"FR->NO"
"GB->NO",1,2.6709,1366.0692,62262000,5009000,"GB->NO"
"GF->NO",0,5.4724,8211.9501,224000,5009000,"GF->NO"
"GR->NO",0,5.4516,2945.9516,10787000,5009000,"GR->NO"
"HK->NO",0,6.8293,8443.1937,7103000,5009000,"HK->NO"
"ID->NO",0,8.411,10987.1155,237641000,5009000,"ID->NO"
"IN->NO",0,6.042,6905.7087,1210570000,5009000,"IN->NO"
"IS->NO",0,3.4924,1638.2422,320000,5009000,"IS->NO"
"IT->NO",0,4.3236,2281.5236,59464000,5009000,"IT->NO"
"JP->NO",0,7.1917,7989.4058,127300000,5009000,"JP->NO"
"KH->NO",0,8.7978,8951.2053,13396000,5009000,"KH->NO"
"KR->NO",0,8.228,7709.0616,48580000,5009000,"KR->NO"
"LA->NO",0,8.4578,8321.227,6256000,5009000,"LA->NO"
"LK->NO",0,6.7378,8257.1946,20653000,5009000,"LK->NO"
"LV->NO",0,4.0868,1001.7989,2070000,5009000,"LV->NO"
"MD->NO",0,6.8705,2122.0272,3560000,5009000,"MD->NO"
"MM->NO",0,8.3828,7777.0716,47963000,5009000,"MM->NO"
"MY->NO",0,6.9222,9944.9858,30017000,5009000,"MY->NO"
"NL->NO",0,3.0953,1317.1716,16838000,5009000,"NL->NO"
"NP->NO",0,8.0435,6517.5893,26621000,5009000,"NP->NO"
"NZ->NO",0,8.5701,17339.4078,4434000,5009000,"NZ->NO"
"PE->NO",0,7.3375,10773.9446,30135000,5009000,"PE->NO"
"PH->NO",0,8.4025,10053.2231,92340000,5009000,"PH->NO"
"PT->NO",0,5.1172,3346.9379,10487000,5009000,"PT->NO"
"PY->NO",0,8.8815,11482.1187,6382000,5009000,"PY->NO"
"RO->NO",0,6.2885,2143.96,19043000,5009000,"RO->NO"
"RS->NO",0,6.2473,2250.6015,7120000,5009000,"RS->NO"
"SE->NO",0,2.7364,471.7127,9490000,5009000,"SE->NO"
"SG->NO",0,6.588,10035.5934,5184000,5009000,"SG->NO"
"TH->NO",0,6.8148,8679.9392,65500000,5009000,"TH->NO"
"TW->NO",0,8.6062,8590.9335,23293593,5009000,"TW->NO"
"UA->NO",0,6.5402,2123.5282,45426000,5009000,"UA->NO"
"US->NO",4,5.2184,7041.8415,3.17e+08,5009000,"US->NO"
"UY->NO",0,8.2074,12360.8253,3251000,5009000,"UY->NO"
"VE->NO",0,7.114,8364.3883,27150000,5009000,"VE->NO"
"VN->NO",0,8.2794,8829.6626,87840000,5009000,"VN->NO"
"AL->NP",0,8.9765,6057.3966,2832000,26621000,"AL->NP"
"AR->NP",0,10.4932,17071.284,40117000,26621000,"AR->NP"
"AT->NP",0,5.6573,6410.9297,8451860,26621000,"AT->NP"
"AU->NP",1,6.1203,8726.7421,22902000,26621000,"AU->NP"
"BD->NP",1,3.5434,749.5858,142319000,26621000,"BD->NP"
"BG->NP",0,8.1035,5507.1032,7284000,26621000,"BG->NP"
"BO->NP",0,10.5561,16846.869,10624000,26621000,"BO->NP"
"BR->NP",0,9.4632,14954.948,192400000,26621000,"BR->NP"
"BY->NP",0,8.4991,5441.5918,9460000,26621000,"BY->NP"
"CA->NP",0,7.7762,11474.72,3.5e+07,26621000,"CA->NP"
"CH->NP",0,7.2557,6897.9971,7952000,26621000,"CH->NP"
"CL->NP",0,10.7651,17703.591,17402000,26621000,"CL->NP"
"CN->NP",2,4.6461,2599.4974,1347350000,26621000,"CN->NP"
"CO->NP",1,9.677,15557.8229,47015000,26621000,"CO->NP"
"DE->NP",0,5.711,6678.2942,80500000,26621000,"DE->NP"
"DK->NP",0,7.4817,6575.6676,5580000,26621000,"DK->NP"
"EC->NP",0,9.7524,16693.1615,14483000,26621000,"EC->NP"
"ES->NP",0,7.3428,8182.2942,46185000,26621000,"ES->NP"
"FI->NP",0,7.5106,5825.8041,5408000,26621000,"FI->NP"
"FJ->NP",0,7.9755,11114.3442,861000,26621000,"FJ->NP"
"FR->NP",0,6.0992,7268.1594,65350000,26621000,"FR->NP"
"GB->NP",0,5.3726,7444.8431,62262000,26621000,"GB->NP"
"GF->NP",0,7.788,14222.4598,224000,26621000,"GF->NP"
"GR->NP",0,7.8775,5643.8984,10787000,26621000,"GR->NP"
"HK->NP",1,4.5468,2931.4602,7103000,26621000,"HK->NP"
"ID->NP",0,5.9875,4598.2245,237641000,26621000,"ID->NP"
"IN->NP",0,2.0014,981.786,1210570000,26621000,"IN->NP"
"IS->NP",0,7.8034,8082.3669,320000,26621000,"IS->NP"
"IT->NP",0,7.3602,6660.0777,59464000,26621000,"IT->NP"
"JP->NP",1,5.7188,4798.8351,127300000,26621000,"JP->NP"
"KH->NP",0,4.7672,2598.6571,13396000,26621000,"KH->NP"
"KR->NP",0,6.0492,4085.226,48580000,26621000,"KR->NP"
"LA->NP",0,4.4271,2064.3535,6256000,26621000,"LA->NP"
"LK->NP",0,4.1808,2354.0003,20653000,26621000,"LK->NP"
"LV->NP",0,8.1784,5741.8428,2070000,26621000,"LV->NP"
"MD->NP",0,9.2964,5298.0477,3560000,26621000,"MD->NP"
"MM->NP",0,4.3522,1364.0424,47963000,26621000,"MM->NP"
"MY->NP",1,3.9661,3543.5331,30017000,26621000,"MY->NP"
"NL->NP",0,6.6067,6983.1739,16838000,26621000,"NL->NP"
"NO->NP",0,8.0435,6517.5893,5009000,26621000,"NO->NP"
"NZ->NP",1,7.4705,11844.8639,4434000,26621000,"NZ->NP"
"PE->NP",0,9.8401,17158.1764,30135000,26621000,"PE->NP"
"PH->NP",0,6.3154,4359.9558,92340000,26621000,"PH->NP"
"PT->NP",0,7.8189,9066.6278,10487000,26621000,"PT->NP"
"PY->NP",0,11.3074,16328.6278,6382000,26621000,"PY->NP"
"RO->NP",0,8.7144,5652.5373,19043000,26621000,"RO->NP"
"RS->NP",0,8.6732,5950.2733,7120000,26621000,"RS->NP"
"SE->NP",0,7.9681,6200.1305,9490000,26621000,"SE->NP"
"SG->NP",0,4.9893,3536.7163,5184000,26621000,"SG->NP"
"TH->NP",0,2.7842,2245.9901,65500000,26621000,"TH->NP"
"TW->NP",0,5.8696,3534.5037,23293593,26621000,"TW->NP"
"UA->NP",0,7.8382,5075.3377,45426000,26621000,"UA->NP"
"US->NP",0,7.5806,12703.6481,3.17e+08,26621000,"US->NP"
"UY->NP",0,11.7466,16238.9276,3251000,26621000,"UY->NP"
"VE->NP",0,9.8472,14828.8557,27150000,26621000,"VE->NP"
"VN->NP",0,5.5837,2667.9448,87840000,26621000,"VN->NP"
"AL->NZ",0,8.904,17832.4008,2832000,4434000,"AL->NZ"
"AR->NZ",1,5.3237,9342.6244,40117000,4434000,"AR->NZ"
"AT->NZ",0,8.4138,18239.8591,8451860,4434000,"AT->NZ"
"AU->NZ",7,1.3501,3125.5573,22902000,4434000,"AU->NZ"
"BD->NZ",0,7.2786,11096.2451,142319000,4434000,"BD->NZ"
"BG->NZ",0,8.8973,17320.3011,7284000,4434000,"BG->NZ"
"BO->NZ",0,6.3273,11114.6172,10624000,4434000,"BO->NZ"
"BR->NZ",2,5.849,12402.4192,192400000,4434000,"BR->NZ"
"BY->NZ",0,9.2929,17110.0912,9460000,4434000,"BY->NZ"
"CA->NZ",0,4.7023,13355.795,3.5e+07,4434000,"CA->NZ"
"CH->NZ",0,7.3019,18719.5297,7952000,4434000,"CH->NZ"
"CL->NZ",0,4.5825,9473.712,17402000,4434000,"CL->NZ"
"CN->NZ",0,5.5934,10256.5456,1347350000,4434000,"CN->NZ"
"CO->NZ",0,5.4483,12350.4756,47015000,4434000,"CO->NZ"
"DE->NZ",0,6.5048,18366.9912,80500000,4434000,"DE->NZ"
"DK->NZ",0,7.6552,17960.0268,5580000,4434000,"DK->NZ"
"EC->NZ",0,5.5236,11331.0997,14483000,4434000,"EC->NZ"
"ES->NZ",0,7.8695,19634.7026,46185000,4434000,"ES->NZ"
"FI->NZ",0,8.4598,16876.3323,5408000,4434000,"FI->NZ"
"FJ->NZ",0,2.159,2644.8762,861000,4434000,"FJ->NZ"
"FR->NZ",0,6.6181,19095.5093,65350000,4434000,"FR->NZ"
